"Project Identifier","Group","Identifier","Title","PI","Requester","Lead Analyst","Analyst","Status","Assistance Type","Expertise","Submission Date","COVID-19 Related"
"CCBR-854","CCBR","854","Skin Single cell transcriptomic analysis","Keisuke Nagao","Benjamin Voisin","Ying Hu","--","Re Assigned","Data Analysis","Single-cell Seq (RNA/ATAC/etc Seq)","May 22, 2017","No"
"CCBR-853","CCBR","853","Thpok CHIPSeq","Remy Bosselut","Thomas Ciucci","Vishal Koparde","--","Completed","Data Analysis","ChIP-Seq","May 22, 2017","No"
"CCBR-852","CCBR","852","Analysis of DNA binding to LncRNAs","Electron Kebebew","Boufraqech Myriem","Vishal Koparde","--","Completed","Data Analysis","ChIP-Seq","May 12, 2017","No"
"CCBR-851","CCBR","851","Viral genomes in NET","Electron Kebebew","Amit Tirosh","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","May 12, 2017","No"
"CCBR-850","CCBR","850","Tremelimumab in Combination with Ablation in Patients with Advanced HCC","Tim Greten","David Agdashian","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","May 11, 2017","No"
"CCBR-849","CCBR","849","Analysis of fragile region FRA8I","Gisela Sterneck","Gisela Sterneck","--","--","Cancelled","Data Analysis","Data Mining/Management/Integration","May 11, 2017","No"
"CCBR-848","CCBR","848","Analysis/Visualization of single cell seq GSE52716","Gisela Sterneck","Gisela Sterneck","--","--","Cancelled","Data Analysis","Data Mining/Management/Integration","May 11, 2017","No"
"CCBR-847","CCBR","847","Keratinocyte differentiation","Ramiro Iglesias Bartolome","Ramiro Iglesias Bartolome","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","May 09, 2017","No"
"CCBR-845","CCBR","845","Integrated analysis to identify molecular markers in Pancreatic Neuroendocrine Tumors","Electron Kebebew","Sanjit Mukherjee","Justin Lack","--","Completed","Data Analysis","Microarray","May 08, 2017","No"
"CCBR-789","CCBR","789","RNA-seq analysis of TCF1 deleted DN3 cells","Avinash Bhandoola","Avinash Bhandoola","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","May 01, 2017","No"
"CCBR-844","CCBR","844","Kaposi's sarcoma-associated herpesvirus (KSHV) WGS - principal component analysis","Jeffrey Lifson","Elena maria Cornejo Castro","Justin Lack","--","Completed","Data Analysis","Other","Apr 24, 2017","No"
"CCBR-843","CCBR","843","Intratumor heterogeneity, clonal evolution and treatment response in rectal cancer","Karl Ried","Ruediger Meyer","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Apr 20, 2017","No"
"CCBR-842","CCBR","842","the role of tumor suppressors in breast cancer metastasis","Li Yang","Zhiguang Xiao","Vishal Koparde","Nathan Wong","Completed","Data Analysis","ATAC-Seq","Mar 31, 2017","No"
"CCBR-841","CCBR","841","Tumor cell diversity determined by Single Cell RNAseq","Xin Wang","Xin Wang","Vishal Koparde","--","Completed","Data Analysis","Single-cell Seq (RNA/ATAC/etc Seq)","Mar 29, 2017","No"
"CCBR-840","CCBR","840","SDC24 Microarray","Scott Durum","Sarah Cramer","Jack Chen","--","Completed","Data Analysis","Microarray","Mar 27, 2017","No"
"CCBR-839","CCBR","839","Comparison of gene expression in lung tumors between Kras and IKKa floxed Kras mice","Yinling Hu","Na-young Song","Jieqiong Dai","--","Completed","Data Analysis","Bulk RNA-seq","Mar 24, 2017","No"
"CCBR-838","CCBR","838","RNA seq on tumor exposed resident macrophages","Daniel Mcvicar","Jonathan Weiss","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Mar 22, 2017","No"
"CCBR-837","CCBR","837","Aplan_RNAseq","Peter Aplan","Subhadip Kundu","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Mar 22, 2017","No"
"CCBR-836","CCBR","836","HMGNs affect TF binding","Michael Bustin","Shaofei Zhang","Alexei Lobanov","--","Completed","Data Analysis","ChIP-Seq","Mar 22, 2017","No"
"CCBR-835","CCBR","835","Prostate - ductal","David Vanderweele","David Vanderweele","Justin Lack","--","Completed","Data Analysis","Bulk RNA-seq","Mar 22, 2017","No"
"CCBR-834","CCBR","834","VT464 for treatment of AR+ TNBC and Male Breast Cancer","Stanley Lipkowitz","Stanley Lipkowitz","--","--","Cancelled","Data Analysis","Bulk RNA-seq","Mar 21, 2017","No"
"CCBR-833","CCBR","833","ONC201 for the treatment of breast and endometrial cancer","Stanley Lipkowitz","Stanley Lipkowitz","--","--","Cancelled","Data Analysis","Bulk RNA-seq","Mar 21, 2017","No"
"CCBR-832","CCBR","832","Viral circular RNAs","Joseph Ziegelbauer","Joseph Ziegelbauer","--","--","Cancelled","Data Analysis","Bulk RNA-seq","Mar 17, 2017","No"
"CCBR-830","CCBR","830","Sequencing of the cisplatin resistant ovarian tumors","Shyam Sharan","Ludmila Szabova","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Mar 13, 2017","No"
"CCBR-828","CCBR","828","Mechanism of cisplatin resistance in ovarian cancer patients","Michael Gottesman","Sachi Horibata","Alexei Lobanov","--","Completed","Training","Other","Mar 09, 2017","No"
"CCBR-827","CCBR","827","Matched pair analyses of normal colon cells and isogenic cells which are triploid for chromosome 7","Karl Ried","Ruediger Meyer","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Mar 06, 2017","No"
"CCBR-826","CCBR","826","Regnase RNA targets","Joseph Ziegelbauer","Joseph Ziegelbauer","Jack Chen","--","Completed","Data Analysis","Data Mining/Management/Integration","Mar 01, 2017","No"
"CCBR-825","CCBR","825","Adam17 KO mouse","Keisuke Nagao","Tetsuro Kobayashi","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Mar 01, 2017","No"
"CCBR-824","CCBR","824","TrkB.T1 expression: WT vs mDA neurons","Lino Tessarollo","Tomassoni Ardori","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Feb 23, 2017","No"
"CCBR-822","CCBR","822","Change in Microbiome of population under different feeding condition","Shyam Sharan","Amit Kumar","--","--","Cancelled","Data Analysis","Other","Feb 15, 2017","No"
"CCBR-823","CCBR","823","AW112010 KO gene expression","Howard Young","Michael Sanford","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Feb 13, 2017","No"
"CCBR-821","CCBR","821","RNA-seq on cell lines with NOX5 inducible or stable overexpression","James Doroshow","Mariam Konate Monnard","Jack Chen","--","Completed","Training","Bulk RNA-seq","Feb 08, 2017","No"
"CCBR-818","CCBR","818","transcription factor ectopic expression","Avinash Bhandoola","Christelle Harly","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Feb 07, 2017","No"
"CCBR-817","CCBR","817","BRCA2 Ko RNA-Seq","Shyam Sharan","Shyam Sharan","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Feb 07, 2017","No"
"CCBR-816","CCBR","816","MNase-seq hemisomes analysis","Shivinder Grewal","Tommy Vo","Bong-hyun Kim","--","Completed","Data Analysis","Other","Feb 07, 2017","No"
"CCBR-815","CCBR","815","Effect on cancer (apoptotic, proliferative, oxidative pathways) by nutrients","Shyam Sharan","Amit Kumar","--","--","Cancelled","Data Analysis","Microarray","Feb 02, 2017","No"
"CCBR-814","CCBR","814","Reanalysis of IFX-258 (MCF-) and IFX-372 (MCF10A)","Gisela Sterneck","Gisela Sterneck","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Jan 25, 2017","No"
"CCBR-813","CCBR","813","Osteosarcoma","Mark Gilbert","Surabhi Ranjan","Richard Finney","--","Completed","Data Analysis","Bulk RNA-seq","Jan 24, 2017","No"
"CCBR-810","CCBR","810","RNA-Seq Analysis of Wnt Signaling in Colon Cancer cell line","Karl Ried","Markus Brown","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Jan 06, 2017","No"
"CCBR-809","CCBR","809","Global Transcriptomic analysis of metastatic cells","Jonathan Hernandez","Surajit Sinha","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Jan 05, 2017","No"
"CCBR-819","CCBR","819","Global transcriptome analysis of mouse NK cells by RNA-Seq","David Roberts","Pulak Nath","Ajeet Mandal","--","Completed","Data Analysis","Bulk RNA-seq","Dec 07, 2016","No"
"CCBR-808","CCBR","808","Global transcriptome analysis of mouse NK cells by RNA-Seq","David Roberts","Pulak Nath","Ajeet Mandal","--","Completed","Data Analysis","Bulk RNA-seq","Dec 07, 2016","No"
"CCBR-807","CCBR","807","Area between Exchange Curves","Ettore Appella","Sharlyn Mazur","--","--","Cancelled","Other","Other","Dec 05, 2016","No"
"CCBR-805","CCBR","805","Human NT2 cells inoculated in mouse mammary fat pads","Gilbert Smith","Gilbert Smith","Jack Chen","--","Completed","Data Analysis","Single-cell Seq (RNA/ATAC/etc Seq);Bulk RNA-seq","Dec 05, 2016","No"
"CCBR-806","CCBR","806","MOA by Gene Array","James McMahon","Brice Wilson","Vishal Koparde","--","Completed","Other","Microarray","Dec 02, 2016","No"
"CCBR-804","CCBR","804","Role of CD47 in regulation of CD8 Tcells in activation and antitumor immunity","David Roberts","Sukhbir Kaur","Thomas Meyer","--","Completed","Data Analysis;Experimental Design","Bulk RNA-seq","Dec 01, 2016","No"
"CCBR-800","CCBR","800","ceramide and oxaliplatin treatment","Michael Gottesman","James Madigan","Margaret Cam","--","Completed","Data Analysis","Other","Nov 22, 2016","No"
"CCBR-799","CCBR","799","HHMGN affect H3K27me3","Michael Bustin","Yuri Postnikov","Alexei Lobanov","--","Completed","Data Analysis","ChIP-Seq","Nov 22, 2016","No"
"CCBR-795","CCBR","795","MARCH1 Promoter Analysis","Paul Roche","Sunil Kaul","Richard Finney","--","Completed","Data Analysis","Data Mining/Management/Integration","Nov 17, 2016","No"
"CCBR-794","CCBR","794","Mechanism of Romidopsin resistance by RNA-seq","Michael Gottesman","Fatima Ali-Rahmani","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Nov 09, 2016","No"
"CCBR-801","CCBR","801","HPV18 infection in human cell line","Zhi ming Zheng","Zhi ming Zheng","Alexei Lobanov","--","Completed","Data Analysis","Bulk RNA-seq","Nov 02, 2016","No"
"CCBR-793","CCBR","793","Effects of LG-02 on apoptosis and growth inhibition","Sayerst","Poonam Tewary","Thomas Meyer","--","Completed","Data Analysis","Bulk RNA-seq","Nov 02, 2016","No"
"CCBR-803","CCBR","803","ORF57 Overexpression","Zhi ming Zheng","Vladimir Majerciak","Alexei Lobanov","--","Completed","Data Analysis","Other","Oct 24, 2016","No"
"CCBR-802","CCBR","802","KSHV CRISPR Project","Zhi ming Zheng","Vladimir Majerciak","Alexei Lobanov","--","Completed","Data Analysis","Other NGS","Oct 24, 2016","No"
"CCBR-788","CCBR","788","Do sequences of HIV proteins in provirus of HIV patients reveal selection?","Avinash Bhandoola","Avinash Bhandoola","Jack Chen","--","Completed","Data Analysis","Other","Oct 19, 2016","No"
"CCBR-787","CCBR","787","Drop-Sequencing of the hypodermis","Keisuke Nagao","Benjamin Voisin","Ying Hu","--","Re Assigned","Data Analysis","Microarray","Oct 17, 2016","No"
"CCBR-786","CCBR","786","Skin Layer mRNA analysis","Keisuke Nagao","Benjamin Voisin","Ying Hu","--","Re Assigned","Data Analysis","Microarray","Oct 17, 2016","No"
"CCBR-785","CCBR","785","Organoid Clonality Analysis","Kathleen Siebenlist","Adam Sowalsky","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Oct 14, 2016","No"
"CCBR-784","CCBR","784","Durum RNAseq Project 2","Scott Durum","Emilee Senkevitch","Justin Lack","--","Completed","Data Analysis","Bulk RNA-seq","Oct 06, 2016","No"
"CCBR-783","CCBR","783","Recurrent mutations in T-cell lymphomas","Mark Raffeld","Laura Wake","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Oct 05, 2016","No"
"CCBR-782","CCBR","782","WES UM","Udai Kammula","Smita Chandran","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Oct 05, 2016","No"
"CCBR-781","CCBR","781","Differential gene expression in Duox2 WT cells vs. Duox2 KD cells","James Doroshow","Mariam Konate Monnard","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Oct 04, 2016","No"
"CCBR-780","CCBR","780","Sequence analysis of drug resistant mouse lung tumors","Zoe Ohler","Zoe Ohler","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Oct 03, 2016","No"
"CCBR-761","CCBR","761","Lsh effects on Chromatin Remodeling","Kathrin Muegge","Kathrin Muegge","Richard Finney","--","Completed","Data Analysis","Other","Sep 28, 2016","No"
"CCBR-779","CCBR","779","Genomewide expression analysis in HGPS cells treated with antisense oligonucleotides","Thomas Misteli","Madaiah Puttaraju","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Sep 16, 2016","No"
"CCBR-777","CCBR","777","5'Hoxd and Gli3 in Joint Formation","Susan Mackem","Anna Trofka Klee","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Sep 07, 2016","No"
"CCBR-776","CCBR","776","Effect of immunotoxin RG7787 and Actinomycin D on KLM-1 panc cancer cells","Ira Pastan","Xiu Liu","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Sep 07, 2016","No"
"CCBR-775","CCBR","775","RNA-Seq from Id1 WT and KO endothelial cells","Jonathan Keller","Stephen Gadomski","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Sep 01, 2016","No"
"CCBR-774","CCBR","774","MDSC analysis","Li Yang","Hiroki Ishii","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Aug 30, 2016","No"
"CCBR-773","CCBR","773","TXNIP Mediates Metabolic Programming in Esophageal Adenocarcinoma","Robert Ripley","Paul Feingold","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Aug 30, 2016","No"
"CCBR-772","CCBR","772","RNA-seq of IBD-associated cancer","Curtis Harris","Ana Robles","Margaret Cam","--","Completed","Data Analysis","Bulk RNA-seq","Aug 29, 2016","No"
"CCBR-771","CCBR","771","RNA-seq of Esophageal Adenocarcinomas with microbiome information","Curtis Harris","Ana Robles","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Aug 29, 2016","No"
"CCBR-770","CCBR","770","RNA-seq of Stage I lung adenocarcinoma","Curtis Harris","Ana Robles","Fathi Elloumi","--","Completed","Data Analysis","Bulk RNA-seq","Aug 29, 2016","No"
"CCBR-769","CCBR","769","RNASeq Analysis of Inherited Kidney Cancer","William Linehan","Christopher Ricketts","--","--","Completed","Data Analysis","Bulk RNA-seq","Aug 25, 2016","No"
"CCBR-768","CCBR","768","gIFN comparison","John Schiller","Patricia Day","Fathi Elloumi","--","Completed","Data Analysis","Microarray","Aug 23, 2016","No"
"CCBR-767","CCBR","767","RNAseq stroke project","Li Yang","Mary Hollander","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Aug 23, 2016","No"
"CCBR-766","CCBR","766","MAP3K19 resistance in melanoma","John Brognard","John Brognard","George Nelson","--","Completed","Data Analysis","Data Mining/Management/Integration","Aug 23, 2016","No"
"CCBR-765","CCBR","765","DCs from tumor-bearing mice","Paul Roche","Joanna Bandola-simon","Nathan Wong","--","Completed","Data Analysis","Bulk RNA-seq","Aug 22, 2016","No"
"CCBR-727","CCBR","727","Haplotype inference program adapted to HLA polymorphism","Mary Carrington","Xiaojiang Gao","George Nelson","--","Completed","Other","Other","Aug 22, 2016","No"
"CCBR-764","CCBR","764","MirRNAs in immunized macaques","Genoveffa Franchini","Veronica Galli","Alexei Lobanov","--","Completed","Data Analysis","miRNA-Seq","Aug 15, 2016","No"
"CCBR-763","CCBR","763","MicroRNA isoforms and differential targeting","Shuo Gu","Francesc xavier Bofill De Ros","George Nelson","--","Completed","Data Analysis","Data Mining/Management/Integration","Aug 11, 2016","No"
"CCBR-762","CCBR","762","Identifying two classes of Shh targets during limb development","Susan Mackem","Jianjian Zhu","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Aug 11, 2016","No"
"CCBR-757","CCBR","757","Integration of papillomavirus in mouse and human host genomes","Zhi ming Zheng","Haibin Liu","Alexei Lobanov","--","Completed","Data Analysis","Bulk RNA-seq","Aug 04, 2016","No"
"CCBR-758","CCBR","758","Skin Stromal cells","Keisuke Nagao","Benjamin Voisin","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Aug 01, 2016","No"
"CCBR-755","CCBR","755","Mutational analysis of histiocytic sarcomas","Mark Raffeld","Mark Raffeld","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Jul 26, 2016","No"
"CCBR-754","CCBR","754","Transcriptional changes induced in cancer cells by ONC201","Stanley Lipkowitz","Yoshimi Greer","Vishal Koparde","--","Completed","Data Analysis","Bulk RNA-seq","Jul 26, 2016","No"
"CCBR-753","CCBR","753","c-Rel-dependent gene signature identification in primary murine keratinocytes transformed with oncogenic v-Ras and _Np63_","Jonathan Wiest","Rong Guo","Fathi Elloumi","--","Completed","Data Analysis","Microarray","Jul 22, 2016","No"
"CCBR-752","CCBR","752","shRNA screen for components of a novel 3'UTR regulatory mechanism","Peter Johnson","Peter Johnson","Nathan Wong","--","Completed","Data Analysis","Bulk RNA-seq","Jul 21, 2016","No"
"CCBR-751","CCBR","751","Comparison of EpCAM and TROP2 function","Mark Udey","Mark Udey","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Jul 21, 2016","No"
"CCBR-749","CCBR","749","In-Vitro Model of Esophageal Barrett�s cells Exposed to Bile Acid and Cigarette Smoke","Robert Ripley","Robert Ripley","Jack Chen","Ashley Walton","Completed","Data Analysis","Bulk RNA-seq","Jul 19, 2016","No"
"CCBR-748","CCBR","748","Analysis of Ion Torrent data","Electron Kebebew","Myriem Boufraqech","--","--","Cancelled","Data Analysis","Other","Jul 19, 2016","No"
"CCBR-747","CCBR","747","Differential alternative splicing analysis of RNA seq data from HNRNPH1 knock down in TC32 cell","Natasha Caplen","Suntae Kim","Bong-hyun Kim","--","Completed","Data Analysis","Bulk RNA-seq","Jul 14, 2016","No"
"CCBR-746","CCBR","746","IFNg-primming immunotherapy for malignant melanoma","Howard Young","Julio Valencia","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Jul 11, 2016","No"
"CCBR-745","CCBR","745","Whole exome sequencing in patients with pheochromocytoma and paraganglioma","Electron Kebebew","Naris Nilubol","Justin Lack","Darryl Nousome","Completed","Data Analysis","Whole Exome Sequencing","Jul 08, 2016","No"
"CCBR-744","CCBR","744","FlipFlop T cells","Alfred Singer","Miho Shinzawa","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Jul 01, 2016","No"
"CCBR-743","CCBR","743","Role of CEBPD in Cancer Stem Cells","Gisela Sterneck","Gisela Sterneck","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Jul 01, 2016","No"
"CCBR-742","CCBR","742","Role of CEBPD in the ER stress response","Gisela Sterneck","Gisela Sterneck","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Jul 01, 2016","No"
"CCBR-741","CCBR","741","NRas-P7 Mechanism of Leukemogenesis","Scott Durum","Sarah Cramer","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Jun 29, 2016","No"
"CCBR-739","CCBR","739","LncRNA in thyroid cancer","Electron Kebebew","Myriem Boufraqech","Anand Merchant","--","Completed","Data Analysis","Microarray","Jun 24, 2016","No"
"CCBR-738","CCBR","738","RNA-seq profiling of gene expression changes induced by anti-metastasis compound metarrestin","Shyam Sharan","Tomas Vilimas","Alexei Lobanov","--","Completed","Data Analysis","Bulk RNA-seq","Jun 20, 2016","No"
"CCBR-737","CCBR","737","Whole-genome sequencing of p53 missense mutant mice","Shyam Sharan","Tomas Vilimas","Justin Lack","--","Completed","Data Analysis","Other","Jun 20, 2016","No"
"CCBR-736","CCBR","736","CCRIFX_471_Jin","Ming Ji","Yuexing Lai","Ying Hu","--","Re Assigned","Data Analysis","Microarray","Jun 16, 2016","No"
"CCBR-735","CCBR","735","Ovarian cancer cell lines genomic analysis","Christina Annunziata","Christina Annunziata","Abdalla Abdelmaksoud","--","Completed","Data Analysis","Bulk RNA-seq;Whole Exome Sequencing;Other","Jun 16, 2016","No"
"CCBR-734","CCBR","734","ampicon-seq of oncovar cancer gene panel on paired breast cancer tissues","Stefan Ambs","Wei Tang","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Jun 13, 2016","No"
"CCBR-733","CCBR","733","KOPN-8-GL2 Sens vs Res","Ira Pastan","Fabian Muller","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Jun 13, 2016","No"
"CCBR-732","CCBR","732","Analysis of methylation and gene expression profiling of normal adrenal and adrenocortical serum samples","Electron Kebebew","Jasmine Shell","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Jun 09, 2016","No"
"CCBR-731","CCBR","731","Profiling the AA lung cancer transcriptome using total RNA-seq","Brid Ryan","Khadijah Mitchell","Parthav Jailwala","--","Completed","Data Analysis","Bulk RNA-seq","Jun 07, 2016","No"
"CCBR-730","CCBR","730","Regulation of Foxn1 in thymic epithelial cells","Avinash Bhandoola","Brian Larsen","Alexei Lobanov","--","Completed","Data Analysis","Bulk RNA-seq","Jun 03, 2016","No"
"CCBR-696","CCBR","696","LR-PCR and PacBio sequencing of FLCN genomic region","Laura Schmidt","Laura Schmidt","Jack Chen","--","Completed","Data Analysis","Other","May 20, 2016","No"
"CCBR-728","CCBR","728","RNA-seq and ATAC-Seq of skin macrophages","Keisuke Nagao","Thomas Doebel","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","May 19, 2016","No"
"CCBR-726","CCBR","726","Transcriptome analysis of pooled merkel cells at different differentiation stages","Isaac Brownell","Lingling Miao","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","May 18, 2016","No"
"CCBR-725","CCBR","725","RNA-Seq and ATAC-Seq of Skin ILCs","Keisuke Nagao","Tetsuro Kobayashi","Alexei Lobanov","--","Completed","Data Analysis","ATAC-Seq","May 17, 2016","No"
"CCBR-723","CCBR","723","FNMTC_Family1","Electron Kebebew","Shweta Kotian","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","May 16, 2016","No"
"CCBR-722","CCBR","722","lncRNA in Adrenocortical tissues","Electron Kebebew","Yi Liu-Chittenden","Margaret Cam","--","Completed","Data Analysis","Microarray","May 16, 2016","No"
"CCBR-718","CCBR","718","Ovarial Cell Line Microarray","Christina Annunziata","Carrie House","Fathi Elloumi","--","Completed","Data Analysis","Microarray","May 03, 2016","No"
"CCBR-717","CCBR","717","Survival analysis for the mevalonate and cholesterol pathways in GBM","Jayne Stommel","Jayne Stommel","Fathi Elloumi","--","Completed","Other","Data Mining/Management/Integration","May 03, 2016","No"
"CCBR-710","CCBR","710","DNA Repair and Nucleosomal Positioning in primary thymocytes","Andre Nussenzweig","Andres Canela Rodriguez","Bong-hyun Kim","--","Completed","Data Analysis","Data Mining/Management/Integration;ChIP-Seq","Apr 28, 2016","No"
"CCBR-716","CCBR","716","Function of Id2 in Hematopoietic Stem Cells (YFP model)","Jonathan Keller","Lei Sun","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Apr 26, 2016","No"
"CCBR-715","CCBR","715","Clustering of deep phenotyping data","Kenneth Kraemer","Kenneth Kraemer","George Nelson","--","Completed","Data Analysis","Other","Apr 25, 2016","No"
"CCBR-714","CCBR","714","EZH2-PRMT5-SEQ-216","Thomas Waldmann","Yuquan Lin","Alexei Lobanov","--","Completed","Data Analysis","Bulk RNA-seq","Apr 21, 2016","No"
"CCBR-712","CCBR","712","splicing factor and cancer","Daniel Larson","Yihan Wan","--","--","Completed","Data Analysis","Bulk RNA-seq","Apr 18, 2016","No"
"CCBR-709","CCBR","709","Chromosomal structure changes upon drug treatment","Yves Pommier","Hongliang Zhang","Vishal Koparde","--","Completed","Data Analysis","ATAC-Seq;Other","Apr 14, 2016","No"
"CCBR-708","CCBR","708","Tumor clonality","John Shern","Haiyan Lei","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Apr 11, 2016","No"
"CCBR-584","CCBR","584","HABP2+ Study","Electron Kebebew","Sudheer Gara","--","--","Cancelled","Data Analysis","Data Mining/Management/Integration","Apr 08, 2016","No"
"CCBR-707","CCBR","707","Identification of Epigenetic druggable targets in Neuroblastoma","Carol Thiele","Veronica Veschi","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Apr 07, 2016","No"
"CCBR-706","CCBR","706","Multicenter FNMTC Study","Electron Kebebew","Sudheer Gara","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Apr 04, 2016","No"
"CCBR-705","CCBR","705","Statistical evaluation of peaks in single-cell epigenetic analsyis","Giovanna Tosato","Hidetaka Ohnuki","Alexei Lobanov","--","Completed","Data Analysis","ChIP-Seq","Apr 01, 2016","No"
"CCBR-704","CCBR","704","Discovering Transcriptional Controllers Of Thymic Epithelial Cell Development","Avinash Bhandoola","Jennifer Cowan","Margaret Cam","--","Completed","Data Analysis","ATAC-Seq;Single-cell Seq (RNA/ATAC/etc Seq);Bulk RNA-seq","Mar 31, 2016","No"
"CCBR-657","CCBR","657","HLA Class I and II expression level prediction","Mary Carrington","Mary Carrington","George Nelson","--","Completed","Data Analysis","Other","Mar 23, 2016","No"
"CCBR-702","CCBR","702","Identification of Epigenetic druggable targets in Neuroblastoma","Carol Thiele","Veronica Veschi","Ying Hu","--","Re Assigned","Data Analysis","Bulk RNA-seq","Mar 17, 2016","No"
"CCBR-672","CCBR","672","lncRNA in Colon Cancer","Ashish Lal","Ashish Lal","Fathi Elloumi","--","Completed","Data Analysis","Data Mining/Management/Integration","Mar 17, 2016","No"
"CCBR-690","CCBR","690","Microarray Analysis of NDRG1 KO in hepatoma cells","Snorri Thorgeirsson","Tsanyang Liang","Fathi Elloumi","--","Completed","Data Analysis","Microarray","Mar 15, 2016","No"
"CCBR-677","CCBR","677","MALD analysis seeking factors interacting with APOL1","Cheryl Winkler","Cheryl Winkler","George Nelson","--","Completed","Data Analysis","Other","Mar 15, 2016","No"
"CCBR-701","CCBR","701","Tumor clonality","John Shern","Haiyan Lei","Ying Hu","--","Re Assigned","Data Analysis","Whole Exome Sequencing","Mar 14, 2016","No"
"CCBR-697","CCBR","697","Re-replicating DNA","Mirit Aladjem","Mirit Aladjem","Bong-hyun Kim","--","Completed","Data Analysis","ChIP-Seq","Mar 10, 2016","No"
"CCBR-694","CCBR","694","Somatic alterations in AASS gene (TCGA:BRCA,GBM), Germline alterations in AASS and CEBPD","Gisela Sterneck","Gisela Sterneck","Justin Lack","--","Completed","Data Analysis","Data Mining/Management/Integration","Mar 10, 2016","No"
"CCBR-691","CCBR","691","Gfi-1 role in HSC maintenance","Jonathan Keller","Satyendra Singh","Jack Chen","--","Completed","Data Analysis","Bulk RNA-seq","Mar 09, 2016","No"
"CCBR-688","CCBR","688","Timp2 mutation analysis","William Stetler-stevenson","Sarvesh Kumar","Alexei Lobanov","--","Completed","Data Analysis","Microarray","Mar 01, 2016","No"
"CCBR-687","CCBR","687","Somatic Mutations in Lung Adenocarcinoma model","Yinling Hu","Na-young Song","Justin Lack","--","Completed","Data Analysis","Whole Exome Sequencing","Feb 23, 2016","No"
"CCBR-686","CCBR","686","Id2 expression and cell fate determination in hematopoietic progenitor cells","Jonathan Keller","Lei Sun","Parthav Jailwala","--","Completed","Data Analysis","Microarray","Feb 17, 2016","No"
"CCBR-685","CCBR","685","LOX in aggressive tumors","Electron Kebebew","Myriem Boufraqech","Justin Lack","--","Completed","Data Analysis","Data Mining/Management/Integration","Feb 16, 2016","No"
"CCBR-684","CCBR","684","CAR4 CAR8 Microarray","Terry Fry","Amy Yang","Ying Hu","--","Re Assigned","Data Analysis","Microarray","Jan 19, 2016","No"
